sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Subject,Verb Subject Lemma,Verb Object,Verb Object Lemma,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Determiner Type,Conjunction Phrases,Conjunctions,Conjoined,Compounds,Adjectival Modifiers,Possesed owned by noun,Possesive owner of noun,Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositionals,Appositional Modifiers,Modified Appositives,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Bareness of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"( D 132 ) ; "" he was a gentleman "" ( D 133 ) ; "" he was the only man that could keep that bag of cats in order "" ( D 133 ) ; "" You stuck to him like a man ! ""","-LRB-/-LRB- D/NNP 132/NNP -RRB-/-RRB- ;/, ''/'' he/PRP was/VBD a/DT gentleman/NN ''/'' -LRB-/-LRB- D/CD 133/CD -RRB-/-RRB- ;/, ''/'' he/PRP was/VBD the/DT only/JJ man/NN that/WDT could/MD keep/VB that/DT bag/NN of/IN cats/NNS in/IN order/NN ''/'' -LRB-/-LRB- D/CD 133/CD -RRB-/-RRB- ;/: ''/'' You/PRP stuck/VBD to/TO him/PRP like/IN a/DT man/NN !/. ''/''","compound(132-3, D-2) nsubj(man-22, 132-3) dep(132-3, he-7) cop(gentleman-10, was-8) det(gentleman-10, a-9) acl:relcl(he-7, gentleman-10) compound(133-14, D-13) dep(gentleman-10, 133-14) nsubj(man-22, he-18) cop(man-22, was-19) det(man-22, the-20) amod(man-22, only-21) root(ROOT-0, man-22) nsubj(keep-25, man-22) ref(man-22, that-23) aux(keep-25, could-24) acl:relcl(man-22, keep-25) det(bag-27, that-26) dobj(keep-25, bag-27) case(cats-29, of-28) nmod:of(bag-27, cats-29) acl(cats-29, in-30) mwe(in-30, order-31) compound(133-35, D-34) dep(cats-29, 133-35) nsubj(stuck-40, You-39) dep(man-22, stuck-40) case(him-42, to-41) nmod:to(stuck-40, him-42) case(man-45, like-43) det(man-45, a-44) nmod:like(stuck-40, man-45)  ",cats,29,"case(cats-29, of-28) acl(cats-29, in-30) dep(cats-29, 133-35) nmod:of(bag-27, cats-29) ","could keep that bag of cats in order "" ( D",NNS,[],,,,,,,,,"[('of', 'bag')]",['of'],['bag'],[],[],,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"<p> When set upon by a fox or cat , a weasel ( like its cousins , the skunks ) can unleash its "" stink bomb "" -- a powerful discharge from musk glands under the tail -- but that would not deflect the intentions of a fast-diving hawk with little sense of smell .","<p>/VB When/WRB set/VBN upon/RP by/IN a/DT fox/NN or/CC cat/NN ,/, a/DT weasel/NN -LRB-/-LRB- like/IN its/PRP$ cousins/NNS ,/, the/DT skunks/NNP -RRB-/-RRB- can/MD unleash/VB its/PRP$ ''/'' stink/VBP bomb/NN ''/'' --/: a/DT powerful/JJ discharge/NN from/IN musk/NN glands/VBZ under/IN the/DT tail/NN --/: but/CC that/WDT would/MD not/RB deflect/VB the/DT intentions/NNS of/IN a/DT fast-diving/JJ hawk/NN with/IN little/JJ sense/NN of/IN smell/NN ./.","ccomp(unleash-22, <p>-1) advmod(set-3, When-2) advcl(<p>-1, set-3) dep(fox-7, upon-4) case(fox-7, by-5) det(fox-7, a-6) advcl:by(set-3, fox-7) cc(fox-7, or-8) advcl:by(set-3, cat-9) conj:or(fox-7, cat-9) det(weasel-12, a-11) nsubj(unleash-22, weasel-12) case(cousins-16, like-14) nmod:poss(cousins-16, its-15) nmod:like(weasel-12, cousins-16) det(skunks-19, the-18) appos(cousins-16, skunks-19) aux(unleash-22, can-21) root(ROOT-0, unleash-22) nsubj(stink-25, its-23) dep(unleash-22, stink-25) dobj(stink-25, bomb-26) det(discharge-31, a-29) amod(discharge-31, powerful-30) nsubj(glands-34, discharge-31) case(musk-33, from-32) nmod:from(discharge-31, musk-33) parataxis(stink-25, glands-34) case(tail-37, under-35) det(tail-37, the-36) nmod:under(glands-34, tail-37) cc(stink-25, but-39) nsubj(deflect-43, that-40) aux(deflect-43, would-41) neg(deflect-43, not-42) dep(unleash-22, deflect-43) conj:but(stink-25, deflect-43) det(intentions-45, the-44) dobj(deflect-43, intentions-45) case(hawk-49, of-46) det(hawk-49, a-47) amod(hawk-49, fast-diving-48) nmod:of(intentions-45, hawk-49) case(sense-52, with-50) amod(sense-52, little-51) nmod:with(deflect-43, sense-52) case(smell-54, of-53) nmod:of(sense-52, smell-54)  ",cat,9,"advcl:by(set-3, cat-9) conj:or(fox-7, cat-9) ","upon by a fox or cat , a weasel ( like",NN,[],,,,,,,,,[],[],[],[],[],,"[('or', 'fox')]",['or'],['fox'],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,,[],unknown,unknown
"Brer Rabbit headed home and when he got out of sight , he bent over and shook his hands like a cat does when she gets water on her feet , and he laughed and laughed until he was nearly sick from laughing .","Brer/NNP Rabbit/NNP headed/VBD home/NN and/CC when/WRB he/PRP got/VBD out/RP of/IN sight/NN ,/, he/PRP bent/VBD over/RP and/CC shook/VBD his/PRP$ hands/NNS like/IN a/DT cat/NN does/VBZ when/WRB she/PRP gets/VBZ water/NN on/IN her/PRP$ feet/NNS ,/, and/CC he/PRP laughed/VBD and/CC laughed/VBD until/IN he/PRP was/VBD nearly/RB sick/JJ from/IN laughing/VBG ./.","compound(Rabbit-2, Brer-1) nsubj(headed-3, Rabbit-2) root(ROOT-0, headed-3) dobj(headed-3, home-4) cc(headed-3, and-5) advmod(got-8, when-6) nsubj(got-8, he-7) advcl(bent-14, got-8) compound:prt(got-8, out-9) case(sight-11, of-10) nmod:of(got-8, sight-11) nsubj(bent-14, he-13) nsubj(shook-17, he-13) conj:and(headed-3, bent-14) compound:prt(bent-14, over-15) cc(bent-14, and-16) conj:and(headed-3, shook-17) conj:and(bent-14, shook-17) nmod:poss(hands-19, his-18) dobj(shook-17, hands-19) mark(does-23, like-20) det(cat-22, a-21) nsubj(does-23, cat-22) advcl(shook-17, does-23) advmod(gets-26, when-24) nsubj(gets-26, she-25) advcl(does-23, gets-26) dobj(gets-26, water-27) case(feet-30, on-28) nmod:poss(feet-30, her-29) nmod:on(water-27, feet-30) cc(headed-3, and-32) nsubj(laughed-34, he-33) nsubj(laughed-36, he-33) conj:and(headed-3, laughed-34) cc(laughed-34, and-35) conj:and(headed-3, laughed-36) conj:and(laughed-34, laughed-36) mark(sick-41, until-37) nsubj(sick-41, he-38) cop(sick-41, was-39) advmod(sick-41, nearly-40) advcl(laughed-36, sick-41) mark(laughing-43, from-42) advcl(sick-41, laughing-43)  ",cat,22,"det(cat-22, a-21) nsubj(does-23, cat-22) ",shook his hands like a cat does when she gets water,NN,[],does,VBZ,subject,does,do,,,[],[],[],[],[],['a'],indefinite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],a,unit,singular,linked,singular,['A+N'],countable,unknown
"( She then swallowed a spider to catch the fly , a bird to catch the spider , a cat to catch the bird ... and up the size range of the animal kingdom .","-LRB-/-LRB- She/PRP then/RB swallowed/VBZ a/DT spider/NN to/TO catch/VB the/DT fly/NN ,/, a/DT bird/NN to/TO catch/VB the/DT spider/NN ,/, a/DT cat/NN to/TO catch/VB the/DT bird/NN .../: and/CC up/RB the/DT size/NN range/NN of/IN the/DT animal/NN kingdom/NN ./.","nsubj(swallowed-4, She-2) advmod(swallowed-4, then-3) root(ROOT-0, swallowed-4) det(spider-6, a-5) dobj(swallowed-4, spider-6) mark(catch-8, to-7) acl(spider-6, catch-8) det(fly-10, the-9) dobj(catch-8, fly-10) det(bird-13, a-12) appos(fly-10, bird-13) mark(catch-15, to-14) acl(bird-13, catch-15) det(spider-17, the-16) dobj(catch-15, spider-17) det(cat-20, a-19) appos(fly-10, cat-20) conj:and(bird-13, cat-20) mark(catch-22, to-21) acl(cat-20, catch-22) det(bird-24, the-23) dobj(catch-22, bird-24) cc(bird-13, and-26) advmod(range-30, up-27) det(size-29, the-28) nmod:npmod(up-27, size-29) appos(fly-10, range-30) conj:and(bird-13, range-30) case(kingdom-34, of-31) det(kingdom-34, the-32) compound(kingdom-34, animal-33) nmod:of(range-30, kingdom-34)  ",cat,20,"det(cat-20, a-19) acl(cat-20, catch-22) appos(fly-10, cat-20) conj:and(bird-13, cat-20) ","catch the spider , a cat to catch the bird ...",NN,[],,,,,,,,,[],[],[],[],['a'],indefinite article,"[('and', 'bird')]",['and'],['bird'],[],[],[],[],[],[],[],"['modifier', 'fly']",['fly'],[],[],[],a,unit,singular,linked,,['A+N'],countable,unknown
"Political pressure by the average person has often been highly effective : just consider what is happening to commercial whaling , killing of seals and big cats for fur coats , and logging of Pacific Northwest old-growth forests , to mention just a few cases .","Political/NNP pressure/NN by/IN the/DT average/JJ person/NN has/VBZ often/RB been/VBN highly/RB effective/JJ :/: just/RB consider/VB what/WP is/VBZ happening/VBG to/TO commercial/JJ whaling/NN ,/, killing/VBG of/IN seals/NNS and/CC big/JJ cats/NNS for/IN fur/NN coats/NNS ,/, and/CC logging/VBG of/IN Pacific/NNP Northwest/NNP old-growth/JJ forests/NNS ,/, to/TO mention/VB just/RB a/DT few/JJ cases/NNS ./.","compound(pressure-2, Political-1) nsubj(effective-11, pressure-2) case(person-6, by-3) det(person-6, the-4) amod(person-6, average-5) nmod:by(pressure-2, person-6) aux(effective-11, has-7) advmod(effective-11, often-8) cop(effective-11, been-9) advmod(effective-11, highly-10) root(ROOT-0, effective-11) advmod(consider-14, just-13) ccomp(effective-11, consider-14) nsubj(happening-17, what-15) aux(happening-17, is-16) dep(killing-22, happening-17) case(whaling-20, to-18) amod(whaling-20, commercial-19) nmod:to(happening-17, whaling-20) dobj(consider-14, killing-22) case(seals-24, of-23) nmod:of(killing-22, seals-24) cc(killing-22, and-25) amod(cats-27, big-26) dobj(consider-14, cats-27) conj:and(killing-22, cats-27) case(coats-30, for-28) compound(coats-30, fur-29) nmod:for(cats-27, coats-30) cc(killing-22, and-32) dobj(consider-14, logging-33) conj:and(killing-22, logging-33) case(forests-38, of-34) compound(forests-38, Pacific-35) compound(forests-38, Northwest-36) amod(forests-38, old-growth-37) nmod:of(logging-33, forests-38) mark(mention-41, to-40) advcl(consider-14, mention-41) advmod(few-44, just-42) advmod(few-44, a-43) nummod(cases-45, few-44) dobj(mention-41, cases-45)  ",cats,27,"amod(cats-27, big-26) nmod:for(cats-27, coats-30) dobj(consider-14, cats-27) conj:and(killing-22, cats-27) ","killing of seals and big cats for fur coats , and",NNS,[],consider,VB,object,,,consider,consider,[],"[('for', 'coats')]",['for'],[],['coats'],[],,"[('and', 'killing')]",['and'],['killing'],[],['big'],[],[],[],[],[],[],[],[],[],[],,,plural,linked,ambiguous,[],unknown,unknown
"There was clearly a different breed of cat performing up there on the stage . """,There/EX was/VBD clearly/RB a/DT different/JJ breed/NN of/IN cat/NN performing/VBG up/RB there/RB on/IN the/DT stage/NN ./. ''/'',"expl(was-2, There-1) root(ROOT-0, was-2) advmod(was-2, clearly-3) det(breed-6, a-4) amod(breed-6, different-5) nsubj(was-2, breed-6) case(cat-8, of-7) nmod:of(breed-6, cat-8) acl(cat-8, performing-9) advmod(there-11, up-10) advmod(performing-9, there-11) case(stage-14, on-12) det(stage-14, the-13) nmod:on(performing-9, stage-14)  ",cat,8,"case(cat-8, of-7) acl(cat-8, performing-9) nmod:of(breed-6, cat-8) ",clearly a different breed of cat performing up there on the,NN,[],,,,,,,,,"[('of', 'breed')]",['of'],['breed'],[],[],,[],[],[],[],[],[],[],[],['of'],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"After describing the symptoms which , he says , "" have no utility in a civilized man , "" he manages to make sense of this puzzling new phenomenon only by comparing it to the way in which both domestic cats and many small wild animals approach large open spaces . ""","After/IN describing/VBG the/DT symptoms/NNS which/WDT ,/, he/PRP says/VBZ ,/, ''/'' have/VB no/DT utility/NN in/IN a/DT civilized/JJ man/NN ,/, ''/'' he/PRP manages/VBZ to/TO make/VB sense/NN of/IN this/DT puzzling/JJ new/JJ phenomenon/NN only/RB by/IN comparing/VBG it/PRP to/TO the/DT way/NN in/IN which/WDT both/DT domestic/JJ cats/NNS and/CC many/JJ small/JJ wild/JJ animals/NNS approach/VBP large/JJ open/JJ spaces/NNS ./. ''/''"," mark(describing-2, After-1) advcl(manages-21, describing-2) det(symptoms-4, the-3) dobj(describing-2, symptoms-4) dobj(says-8, symptoms-4) ref(symptoms-4, which-5) nsubj(says-8, he-7) acl:relcl(symptoms-4, says-8) ccomp(manages-21, have-11) neg(utility-13, no-12) dobj(have-11, utility-13) case(man-17, in-14) det(man-17, a-15) amod(man-17, civilized-16) nmod:in(utility-13, man-17) nsubj(manages-21, he-20) nsubj(make-23, he-20) root(ROOT-0, manages-21) mark(make-23, to-22) xcomp(manages-21, make-23) dobj(make-23, sense-24) case(phenomenon-29, of-25) det(phenomenon-29, this-26) amod(phenomenon-29, puzzling-27) amod(phenomenon-29, new-28) nmod:of(sense-24, phenomenon-29) advmod(comparing-32, only-30) mark(comparing-32, by-31) advcl(make-23, comparing-32) dobj(comparing-32, it-33) case(way-36, to-34) det(way-36, the-35) nmod:to(comparing-32, way-36) nmod:in(approach-47, way-36) case(which-38, in-37) ref(way-36, which-38) det(cats-41, both-39) amod(cats-41, domestic-40) nsubj(approach-47, cats-41) cc(cats-41, and-42) amod(animals-46, many-43) amod(animals-46, small-44) amod(animals-46, wild-45) conj:and(cats-41, animals-46) nsubj(approach-47, animals-46) acl:relcl(way-36, approach-47) amod(spaces-50, large-48) amod(spaces-50, open-49) dobj(approach-47, spaces-50)  ",cats,41,"det(cats-41, both-39) amod(cats-41, domestic-40) cc(cats-41, and-42) conj:and(cats-41, animals-46) nsubj(approach-47, cats-41) ",way in which both domestic cats and many small wild animals,NNS,[],approach,VBP,subject,approach,approach,,,[],[],[],[],[],['both'],other,"[('and', 'animals')]",['and'],['animals'],[],['domestic'],[],[],[],[],[],[],[],[],[],[],both,other,plural,linked,plural,['O-DEN'],countable,unknown
"Then she began to realize that not all four-fooled creatures were called "" dogs "" as she distinguished them from cats , squirrels , and other animals .","Then/RB she/PRP began/VBD to/TO realize/VB that/IN not/RB all/DT four-fooled/JJ creatures/NNS were/VBD called/VBN ''/'' dogs/NNS ''/'' as/IN she/PRP distinguished/VBD them/PRP from/IN cats/NNS ,/, squirrels/NNS ,/, and/CC other/JJ animals/NNS ./."," advmod(began-3, Then-1) nsubj(began-3, she-2) nsubj(realize-5, she-2) root(ROOT-0, began-3) mark(realize-5, to-4) xcomp(began-3, realize-5) mark(called-12, that-6) neg(creatures-10, not-7) det(creatures-10, all-8) amod(creatures-10, four-fooled-9) nsubjpass(called-12, creatures-10) auxpass(called-12, were-11) ccomp(realize-5, called-12) dobj(called-12, dogs-14) mark(distinguished-18, as-16) nsubj(distinguished-18, she-17) advcl(called-12, distinguished-18) dobj(distinguished-18, them-19) case(cats-21, from-20) nmod:from(distinguished-18, cats-21) nmod:from(distinguished-18, squirrels-23) conj:and(cats-21, squirrels-23) cc(cats-21, and-25) amod(animals-27, other-26) nmod:from(distinguished-18, animals-27) conj:and(cats-21, animals-27)  ",cats,21,"case(cats-21, from-20) conj:and(cats-21, squirrels-23) cc(cats-21, and-25) conj:and(cats-21, animals-27) nmod:from(distinguished-18, cats-21) ","as she distinguished them from cats , squirrels , and other",NNS,[],,,,,,,,,"[('from', 'distinguished')]",['from'],['distinguished'],[],[],,"[('and', 'squirrels'), ('and', 'animals')]","['and', 'and']","['squirrels', 'animals']",[],[],[],[],[],['from'],[],[],[],[],[],[],,,plural,bare plural,,[],unknown,unknown
"The earliest purple marine shell beads of which I have knowledge are discoidal shell beads , manufactured from the purple ( "" black "" ) spot of the quahog or hardshell clam ( Mercenaria mercenaria ) , that postdate cat A.D. 1565 ( c.f.","The/DT earliest/JJS purple/JJ marine/NN shell/NN beads/NN of/IN which/WDT I/PRP have/VBP knowledge/NN are/VBP discoidal/JJ shell/NN beads/NNS ,/, manufactured/VBN from/IN the/DT purple/JJ -LRB-/-LRB- ''/NNP black/NNP ''/'' -RRB-/-RRB- spot/NN of/IN the/DT quahog/JJ or/CC hardshell/JJ clam/NN -LRB-/-LRB- Mercenaria/NNP mercenaria/NNP -RRB-/-RRB- ,/, that/WDT postdate/VBP cat/NNP A.D./NNP 1565/NNP -LRB-/-LRB- c.f./NNP"," det(beads-6, The-1) amod(beads-6, earliest-2) amod(beads-6, purple-3) compound(beads-6, marine-4) compound(beads-6, shell-5) nmod:of(have-10, beads-6) nsubj(beads-15, beads-6) case(which-8, of-7) ref(beads-6, which-8) nsubj(have-10, I-9) acl:relcl(beads-6, have-10) dobj(have-10, knowledge-11) cop(beads-15, are-12) amod(beads-15, discoidal-13) compound(beads-15, shell-14) root(ROOT-0, beads-15) nsubj(postdate-39, beads-15) acl(beads-15, manufactured-17) case(spot-26, from-18) det(spot-26, the-19) amod(spot-26, purple-20) dep(spot-26, ''-22) dep(''-22, black-23) nmod:from(manufactured-17, spot-26) case(clam-32, of-27) det(clam-32, the-28) amod(clam-32, quahog-29) cc(quahog-29, or-30) conj:or(quahog-29, hardshell-31) amod(clam-32, hardshell-31) nmod:of(manufactured-17, clam-32) compound(mercenaria-35, Mercenaria-34) appos(clam-32, mercenaria-35) ref(beads-15, that-38) acl:relcl(beads-15, postdate-39) compound(A.D.-41, cat-40) dobj(postdate-39, A.D.-41) compound(c.f.-44, 1565-42) dep(A.D.-41, c.f.-44)  ",cat,40,"compound(A.D.-41, cat-40) ","mercenaria ) , that postdate cat A.D. 1565 ( c.f.",NNP,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"More was involved , however , than the play of mice while the cat was away .","More/JJR was/VBD involved/VBN ,/, however/RB ,/, than/IN the/DT play/NN of/IN mice/NNS while/IN the/DT cat/NN was/VBD away/RB ./."," nsubjpass(involved-3, More-1) auxpass(involved-3, was-2) root(ROOT-0, involved-3) advmod(involved-3, however-5) case(play-9, than-7) det(play-9, the-8) nmod:than(involved-3, play-9) case(mice-11, of-10) nmod:of(play-9, mice-11) mark(was-15, while-12) det(cat-14, the-13) nsubj(was-15, cat-14) dep(mice-11, was-15) advmod(was-15, away-16)  ",cat,14,"det(cat-14, the-13) nsubj(was-15, cat-14) ",play of mice while the cat was away .,NN,[],was,VBD,subject,was,be,,,[],[],[],[],[],['the'],definite article,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,linked,ambiguous,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
cat.,cat/NN ./.," root(ROOT-0, cat-1)  ",cat,1,"root(ROOT-0, cat-1) ",cat.,NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
"1 ) , which figured in the landmark sculpture exhibition , "" The Romantics to Rodin "" ( cat .","1/LS -RRB-/-RRB- ,/, which/WDT figured/VBD in/IN the/DT landmark/NN sculpture/VBN exhibition/NN ,/, ''/'' The/DT Romantics/NNPS to/TO Rodin/NNP ''/'' -LRB-/-LRB- cat/NN ./."," root(ROOT-0, 1-1) nsubj(figured-5, which-4) dep(1-1, figured-5) case(landmark-8, in-6) det(landmark-8, the-7) advmod(sculpture-9, landmark-8) acl(1-1, sculpture-9) dobj(sculpture-9, exhibition-10) det(Romantics-14, The-13) dep(exhibition-10, Romantics-14) case(Rodin-16, to-15) nmod:to(Romantics-14, Rodin-16) advcl(sculpture-9, cat-19)  ",cat,19,"advcl(sculpture-9, cat-19) ","Romantics to Rodin "" ( cat .",NN,[],,,,,,,,,[],[],[],[],[],,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,bare singular,,[],unknown,unknown
