sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"Black with brown eyes and faintly reddish bands on its sides , the fly is harmless to humans .","Black/JJ with/IN brown/JJ eyes/NNS and/CC faintly/RB reddish/NN bands/NNS on/IN its/PRP$ sides/NNS ,/, the/DT fly/NN is/VBZ harmless/JJ to/TO humans/NNS ./."," amod(bands-8, Black-1) case(eyes-4, with-2) amod(eyes-4, brown-3) nmod:with(bands-8, eyes-4) cc(eyes-4, and-5) conj:and(eyes-4, faintly-6) nmod:with(bands-8, faintly-6) compound(bands-8, reddish-7) nsubj(harmless-16, bands-8) case(sides-11, on-9) nmod:poss(sides-11, its-10) nmod:on(harmless-16, sides-11) det(fly-14, the-13) nsubj(harmless-16, fly-14) cop(harmless-16, is-15) root(ROOT-0, harmless-16) case(humans-18, to-17) nmod:to(harmless-16, humans-18)  ",fly,14,"det(fly-14, the-13) nsubj(harmless-16, fly-14) ","on its sides , the fly is harmless to humans .",NN,[],is,VBZ,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> A parasite of the gypsy moth , the B. schineri fly kills unlucky gypsy moth caterpillars that accidentally eat fly eggs while munching on leaves .","<p>/VB A/DT parasite/NN of/IN the/DT gypsy/NN moth/NN ,/, the/DT B./NNP schineri/NN fly/NN kills/VBZ unlucky/JJ gypsy/NN moth/NN caterpillars/NNS that/WDT accidentally/RB eat/VBP fly/NN eggs/NNS while/IN munching/VBG on/IN leaves/NNS ./."," ccomp(kills-13, <p>-1) det(parasite-3, A-2) dobj(<p>-1, parasite-3) case(moth-7, of-4) det(moth-7, the-5) compound(moth-7, gypsy-6) nmod:of(parasite-3, moth-7) det(fly-12, the-9) compound(fly-12, B.-10) compound(fly-12, schineri-11) nsubj(kills-13, fly-12) root(ROOT-0, kills-13) amod(caterpillars-17, unlucky-14) compound(caterpillars-17, gypsy-15) compound(caterpillars-17, moth-16) dobj(kills-13, caterpillars-17) nsubj(eat-20, caterpillars-17) ref(caterpillars-17, that-18) advmod(eat-20, accidentally-19) acl:relcl(caterpillars-17, eat-20) compound(eggs-22, fly-21) dobj(eat-20, eggs-22) mark(munching-24, while-23) advcl(eat-20, munching-24) case(leaves-26, on-25) nmod:on(munching-24, leaves-26)  ",fly,12,"det(fly-12, the-9) compound(fly-12, B.-10) compound(fly-12, schineri-11) nsubj(kills-13, fly-12) ","moth , the B. schineri fly kills unlucky gypsy moth caterpillars",NN,[],kills,VBZ,subject,[],[],[],[],[],['the'],[],['schineri'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> A parasite of the gypsy moth , the B. schineri fly kills unlucky gypsy moth caterpillars that accidentally eat fly eggs while munching on leaves .","<p>/VB A/DT parasite/NN of/IN the/DT gypsy/NN moth/NN ,/, the/DT B./NNP schineri/NN fly/NN kills/VBZ unlucky/JJ gypsy/NN moth/NN caterpillars/NNS that/WDT accidentally/RB eat/VBP fly/NN eggs/NNS while/IN munching/VBG on/IN leaves/NNS ./."," ccomp(kills-13, <p>-1) det(parasite-3, A-2) dobj(<p>-1, parasite-3) case(moth-7, of-4) det(moth-7, the-5) compound(moth-7, gypsy-6) nmod:of(parasite-3, moth-7) det(fly-12, the-9) compound(fly-12, B.-10) compound(fly-12, schineri-11) nsubj(kills-13, fly-12) root(ROOT-0, kills-13) amod(caterpillars-17, unlucky-14) compound(caterpillars-17, gypsy-15) compound(caterpillars-17, moth-16) dobj(kills-13, caterpillars-17) nsubj(eat-20, caterpillars-17) ref(caterpillars-17, that-18) advmod(eat-20, accidentally-19) acl:relcl(caterpillars-17, eat-20) compound(eggs-22, fly-21) dobj(eat-20, eggs-22) mark(munching-24, while-23) advcl(eat-20, munching-24) case(leaves-26, on-25) nmod:on(munching-24, leaves-26)  ",fly,21,"compound(eggs-22, fly-21) ",moth caterpillars that accidentally eat fly eggs while munching on leaves,NN,[],eat,VBP,object,[],[],[],[],[],[],[],['eggs'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable,unknown
"A gray-black speck about the size of a thumbtack point , the fly egg hatches inside the caterpillar 's stomach .","A/DT gray-black/JJ speck/NN about/IN the/DT size/NN of/IN a/DT thumbtack/NN point/NN ,/, the/DT fly/NN egg/NN hatches/VBZ inside/IN the/DT caterpillar/NN 's/POS stomach/NN ./."," det(speck-3, A-1) amod(speck-3, gray-black-2) nsubj(hatches-15, speck-3) case(size-6, about-4) det(size-6, the-5) nmod:about(speck-3, size-6) case(point-10, of-7) det(point-10, a-8) compound(point-10, thumbtack-9) nmod:of(size-6, point-10) det(egg-14, the-12) compound(egg-14, fly-13) appos(point-10, egg-14) root(ROOT-0, hatches-15) case(stomach-20, inside-16) det(caterpillar-18, the-17) nmod:poss(stomach-20, caterpillar-18) case(caterpillar-18, 's-19) nmod:inside(hatches-15, stomach-20)  ",fly,13,"compound(egg-14, fly-13) ","a thumbtack point , the fly egg hatches inside the caterpillar",NN,[],,,,,[],[],[],[],[],[],['egg'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"The skin becomes a home , or puparium , until the next spring , when the insect makes its amusing debut as a fly .","The/DT skin/NN becomes/VBZ a/DT home/NN ,/, or/CC puparium/NN ,/, until/IN the/DT next/JJ spring/NN ,/, when/WRB the/DT insect/NN makes/VBZ its/PRP$ amusing/JJ debut/NN as/IN a/DT fly/NN ./."," det(skin-2, The-1) nsubj(becomes-3, skin-2) root(ROOT-0, becomes-3) det(home-5, a-4) xcomp(becomes-3, home-5) cc(home-5, or-7) xcomp(becomes-3, puparium-8) conj:or(home-5, puparium-8) case(spring-13, until-10) det(spring-13, the-11) amod(spring-13, next-12) nmod:until(becomes-3, spring-13) advmod(makes-18, when-15) det(insect-17, the-16) nsubj(makes-18, insect-17) acl:relcl(spring-13, makes-18) nmod:poss(debut-21, its-19) amod(debut-21, amusing-20) dobj(makes-18, debut-21) case(fly-24, as-22) det(fly-24, a-23) nmod:as(makes-18, fly-24)  ",fly,24,"case(fly-24, as-22) det(fly-24, a-23) nmod:as(makes-18, fly-24) ",its amusing debut as a fly .,NN,[],,,,,"[('as', 'makes')]",['as'],['makes'],[],['a'],[],[],[],[],[],[],['as'],[],[],[],[],a,unit,singular,,A+N,countable,unknown
"<p> "" A fly that has just climbed out of its puparium looks as if it has a tiny balloon on its head .",<p>/VBG ''/'' A/DT fly/NN that/WDT has/VBZ just/RB climbed/VBN out/RP of/IN its/PRP$ puparium/NN looks/VBZ as/RB if/IN it/PRP has/VBZ a/DT tiny/JJ balloon/NN on/IN its/PRP$ head/NN ./.," csubj(looks-13, <p>-1) det(fly-4, A-3) dobj(<p>-1, fly-4) nsubj(climbed-8, fly-4) ref(fly-4, that-5) aux(climbed-8, has-6) advmod(climbed-8, just-7) acl:relcl(fly-4, climbed-8) compound:prt(climbed-8, out-9) case(puparium-12, of-10) nmod:poss(puparium-12, its-11) nmod:of(climbed-8, puparium-12) root(ROOT-0, looks-13) mark(has-17, as-14) mwe(as-14, if-15) nsubj(has-17, it-16) advcl(looks-13, has-17) det(balloon-20, a-18) amod(balloon-20, tiny-19) dobj(has-17, balloon-20) case(head-23, on-21) nmod:poss(head-23, its-22) nmod:on(balloon-20, head-23)  ",fly,4,"det(fly-4, A-3) ref(fly-4, that-5) acl:relcl(fly-4, climbed-8) dobj(<p>-1, fly-4) nsubj(climbed-8, fly-4) ","<p> "" A fly that has just climbed out",NN,[],climbed,VBN,subject,[],[],[],[],[],['A'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"The fly fills it with blood , forcing the puparium to crack open so the fly can escape . ""","The/DT fly/NN fills/VBZ it/PRP with/IN blood/NN ,/, forcing/VBG the/DT puparium/NN to/TO crack/VB open/RP so/IN the/DT fly/NN can/MD escape/VB ./. ''/''"," det(fly-2, The-1) nsubj(fills-3, fly-2) root(ROOT-0, fills-3) dobj(fills-3, it-4) case(blood-6, with-5) nmod:with(fills-3, blood-6) advcl(fills-3, forcing-8) det(puparium-10, the-9) dobj(forcing-8, puparium-10) mark(crack-12, to-11) acl(puparium-10, crack-12) compound:prt(crack-12, open-13) mark(escape-18, so-14) det(fly-16, the-15) nsubj(escape-18, fly-16) aux(escape-18, can-17) advcl(crack-12, escape-18)  ",fly,2,"det(fly-2, The-1) nsubj(fills-3, fly-2) ","The fly fills it with blood ,",NN,[],fills,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"The fly fills it with blood , forcing the puparium to crack open so the fly can escape . ""","The/DT fly/NN fills/VBZ it/PRP with/IN blood/NN ,/, forcing/VBG the/DT puparium/NN to/TO crack/VB open/RP so/IN the/DT fly/NN can/MD escape/VB ./. ''/''"," det(fly-2, The-1) nsubj(fills-3, fly-2) root(ROOT-0, fills-3) dobj(fills-3, it-4) case(blood-6, with-5) nmod:with(fills-3, blood-6) advcl(fills-3, forcing-8) det(puparium-10, the-9) dobj(forcing-8, puparium-10) mark(crack-12, to-11) acl(puparium-10, crack-12) compound:prt(crack-12, open-13) mark(escape-18, so-14) det(fly-16, the-15) nsubj(escape-18, fly-16) aux(escape-18, can-17) advcl(crack-12, escape-18)  ",fly,16,"det(fly-16, the-15) nsubj(escape-18, fly-16) ","to crack open so the fly can escape . """,NN,[],escape,VB,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> After mating , the female B. schineri fly lays her eggs on leaves that gypsy moth caterpillars have begun to browse .","<p>/RB After/IN mating/NN ,/, the/DT female/JJ B./NNP schineri/NN fly/NN lays/VBZ her/PRP$ eggs/NNS on/IN leaves/NNS that/IN gypsy/NN moth/NN caterpillars/NNS have/VBP begun/VBN to/TO browse/VB ./."," advmod(mating-3, <p>-1) case(mating-3, After-2) nmod:after(lays-10, mating-3) det(fly-9, the-5) amod(fly-9, female-6) compound(fly-9, B.-7) compound(fly-9, schineri-8) nsubj(lays-10, fly-9) root(ROOT-0, lays-10) nmod:poss(eggs-12, her-11) dobj(lays-10, eggs-12) case(leaves-14, on-13) nmod:on(lays-10, leaves-14) mark(begun-20, that-15) compound(caterpillars-18, gypsy-16) compound(caterpillars-18, moth-17) nsubj(begun-20, caterpillars-18) nsubj(browse-22, caterpillars-18) aux(begun-20, have-19) ccomp(lays-10, begun-20) mark(browse-22, to-21) xcomp(begun-20, browse-22)  ",fly,9,"det(fly-9, the-5) amod(fly-9, female-6) compound(fly-9, B.-7) compound(fly-9, schineri-8) nsubj(lays-10, fly-9) ",", the female B. schineri fly lays her eggs on leaves",NN,[],lays,VBZ,subject,[],[],[],[],[],['the'],[],['schineri'],['female'],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
<p> The two top-ranked parasites in their study -- the Cotesia melanoscelus wasp and the Parasetigena silvestris fly -- already live in the United States .,<p>/NN The/DT two/CD top-ranked/JJ parasites/NNS in/IN their/PRP$ study/NN --/: the/DT Cotesia/NNP melanoscelus/NNS wasp/NN and/CC the/DT Parasetigena/NNP silvestris/NNS fly/NN --/: already/RB live/VBP in/IN the/DT United/NNP States/NNPS ./.," nsubj(live-21, <p>-1) det(parasites-5, The-2) nummod(parasites-5, two-3) amod(parasites-5, top-ranked-4) dep(<p>-1, parasites-5) case(study-8, in-6) nmod:poss(study-8, their-7) nmod:in(parasites-5, study-8) det(wasp-13, the-10) compound(wasp-13, Cotesia-11) compound(wasp-13, melanoscelus-12) dep(<p>-1, wasp-13) cc(wasp-13, and-14) det(fly-18, the-15) compound(fly-18, Parasetigena-16) compound(fly-18, silvestris-17) dep(<p>-1, fly-18) conj:and(wasp-13, fly-18) advmod(live-21, already-20) root(ROOT-0, live-21) case(States-25, in-22) det(States-25, the-23) compound(States-25, United-24) nmod:in(live-21, States-25)  ",fly,18,"det(fly-18, the-15) compound(fly-18, Parasetigena-16) compound(fly-18, silvestris-17) dep(<p>-1, fly-18) conj:and(wasp-13, fly-18) ",wasp and the Parasetigena silvestris fly -- already live in the,NN,[],,,,,[],[],[],[],['the'],"[('and', 'wasp')]","['Parasetigena', 'silvestris']",[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"What 's more , the fly might aid other states where the moth has spread .","What/WP 's/VBZ more/JJR ,/, the/DT fly/NN might/MD aid/VB other/JJ states/NNS where/WRB the/DT moth/NN has/VBZ spread/VBN ./."," nsubj(more-3, What-1) cop(more-3, 's-2) advcl(aid-8, more-3) det(fly-6, the-5) nsubj(aid-8, fly-6) aux(aid-8, might-7) root(ROOT-0, aid-8) amod(states-10, other-9) dobj(aid-8, states-10) advmod(spread-15, where-11) det(moth-13, the-12) nsubj(spread-15, moth-13) aux(spread-15, has-14) advcl(aid-8, spread-15)  ",fly,6,"det(fly-6, the-5) nsubj(aid-8, fly-6) ","What 's more , the fly might aid other states where",NN,[],aid,VB,subject,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> "" Chances are you would n't even notice the new fly , "" predicts Fuester . ""","<p>/NNP ''/'' Chances/NNP are/VBP you/PRP would/MD n't/RB even/RB notice/VB the/DT new/JJ fly/NN ,/, ''/'' predicts/VBZ Fuester/NNP ./. ''/''"," compound(Chances-3, <p>-1) nsubj(are-4, Chances-3) ccomp(predicts-15, are-4) nsubj(notice-9, you-5) aux(notice-9, would-6) neg(notice-9, n't-7) advmod(notice-9, even-8) ccomp(are-4, notice-9) det(fly-12, the-10) amod(fly-12, new-11) dobj(notice-9, fly-12) root(ROOT-0, predicts-15) nsubj(predicts-15, Fuester-16)  ",fly,12,"det(fly-12, the-10) amod(fly-12, new-11) dobj(notice-9, fly-12) ","n't even notice the new fly , "" predicts Fuester .",NN,[],notice,VB,object,[],[],[],[],[],['the'],[],[],['new'],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"And the kills scored by B. schineri should complement the efforts of other biocontrols , including a relative -- the B. pratensis fly -- and a virus .","And/CC the/DT kills/NN scored/VBN by/IN B./NNP schineri/NNS should/MD complement/VB the/DT efforts/NNS of/IN other/JJ biocontrols/NNS ,/, including/VBG a/DT relative/NN --/: the/DT B./NNP pratensis/NNS fly/NN --/: and/CC a/DT virus/NN ./."," cc(complement-9, And-1) det(kills-3, the-2) nsubj(complement-9, kills-3) acl(kills-3, scored-4) case(schineri-7, by-5) compound(schineri-7, B.-6) nmod:by(scored-4, schineri-7) aux(complement-9, should-8) root(ROOT-0, complement-9) det(efforts-11, the-10) dobj(complement-9, efforts-11) case(biocontrols-14, of-12) amod(biocontrols-14, other-13) nmod:of(efforts-11, biocontrols-14) case(relative-18, including-16) det(relative-18, a-17) nmod:including(efforts-11, relative-18) det(fly-23, the-20) compound(fly-23, B.-21) compound(fly-23, pratensis-22) nmod:including(efforts-11, fly-23) conj:and(relative-18, fly-23) cc(relative-18, and-25) det(virus-27, a-26) nmod:including(efforts-11, virus-27) conj:and(relative-18, virus-27)  ",fly,23,"det(fly-23, the-20) compound(fly-23, B.-21) compound(fly-23, pratensis-22) nmod:including(efforts-11, fly-23) conj:and(relative-18, fly-23) ",relative -- the B. pratensis fly -- and a virus .,NN,[],,,,,"[('including', 'efforts')]",['including'],['efforts'],[],['the'],"[('and', 'relative')]",['pratensis'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"<p> SEL fruit fly expert Allen Norrbom says , "" Among fly families in the world , fruit flies are the most costly to agriculture .","<p>/NNP SEL/NNP fruit/NN fly/NN expert/NN Allen/NNP Norrbom/NNP says/VBZ ,/, ''/'' Among/IN fly/NN families/NNS in/IN the/DT world/NN ,/, fruit/NN flies/NNS are/VBP the/DT most/RBS costly/JJ to/TO agriculture/NN ./."," compound(Norrbom-7, <p>-1) compound(Norrbom-7, SEL-2) compound(Norrbom-7, fruit-3) compound(Norrbom-7, fly-4) compound(Norrbom-7, expert-5) compound(Norrbom-7, Allen-6) nsubj(says-8, Norrbom-7) root(ROOT-0, says-8) case(families-13, Among-11) compound(families-13, fly-12) dep(agriculture-25, families-13) case(world-16, in-14) det(world-16, the-15) nmod:in(families-13, world-16) compound(flies-19, fruit-18) nsubj(agriculture-25, flies-19) cop(agriculture-25, are-20) det(agriculture-25, the-21) advmod(costly-23, most-22) amod(agriculture-25, costly-23) xcomp(costly-23, to-24) ccomp(says-8, agriculture-25)  ",fly,4,"compound(Norrbom-7, fly-4) ","<p> SEL fruit fly expert Allen Norrbom says ,",NN,[],says,VBZ,subject,[],[],[],[],[],[],[],['Norrbom'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> SEL fruit fly expert Allen Norrbom says , "" Among fly families in the world , fruit flies are the most costly to agriculture .","<p>/NNP SEL/NNP fruit/NN fly/NN expert/NN Allen/NNP Norrbom/NNP says/VBZ ,/, ''/'' Among/IN fly/NN families/NNS in/IN the/DT world/NN ,/, fruit/NN flies/NNS are/VBP the/DT most/RBS costly/JJ to/TO agriculture/NN ./."," compound(Norrbom-7, <p>-1) compound(Norrbom-7, SEL-2) compound(Norrbom-7, fruit-3) compound(Norrbom-7, fly-4) compound(Norrbom-7, expert-5) compound(Norrbom-7, Allen-6) nsubj(says-8, Norrbom-7) root(ROOT-0, says-8) case(families-13, Among-11) compound(families-13, fly-12) dep(agriculture-25, families-13) case(world-16, in-14) det(world-16, the-15) nmod:in(families-13, world-16) compound(flies-19, fruit-18) nsubj(agriculture-25, flies-19) cop(agriculture-25, are-20) det(agriculture-25, the-21) advmod(costly-23, most-22) amod(agriculture-25, costly-23) xcomp(costly-23, to-24) ccomp(says-8, agriculture-25)  ",fly,12,"compound(families-13, fly-12) ","Norrbom says , "" Among fly families in the world ,",NN,[],,,,,[],[],[],[],[],[],['families'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"<p> SEL fruit fly expert Allen Norrbom says , "" Among fly families in the world , fruit flies are the most costly to agriculture .","<p>/NNP SEL/NNP fruit/NN fly/NN expert/NN Allen/NNP Norrbom/NNP says/VBZ ,/, ''/'' Among/IN fly/NN families/NNS in/IN the/DT world/NN ,/, fruit/NN flies/NNS are/VBP the/DT most/RBS costly/JJ to/TO agriculture/NN ./."," compound(Norrbom-7, <p>-1) compound(Norrbom-7, SEL-2) compound(Norrbom-7, fruit-3) compound(Norrbom-7, fly-4) compound(Norrbom-7, expert-5) compound(Norrbom-7, Allen-6) nsubj(says-8, Norrbom-7) root(ROOT-0, says-8) case(families-13, Among-11) compound(families-13, fly-12) dep(agriculture-25, families-13) case(world-16, in-14) det(world-16, the-15) nmod:in(families-13, world-16) compound(flies-19, fruit-18) nsubj(agriculture-25, flies-19) cop(agriculture-25, are-20) det(agriculture-25, the-21) advmod(costly-23, most-22) amod(agriculture-25, costly-23) xcomp(costly-23, to-24) ccomp(says-8, agriculture-25)  ",flies,19,"compound(flies-19, fruit-18) nsubj(agriculture-25, flies-19) ","in the world , fruit flies are the most costly to",NNS,[],are,VBP,subject,[],[],[],[],[],[],[],['fruit'],[],[],[],[],[],[],[],[],[],,,plural,plural,,unknown,unknown
"One of the worst of these is the Mediterranean fruit fly , which attacks many important crops , among them U.S. citrus valued at almost $2 billion annually .","One/CD of/IN the/DT worst/JJS of/IN these/DT is/VBZ the/DT Mediterranean/NNP fruit/NN fly/NN ,/, which/WDT attacks/VBZ many/JJ important/JJ crops/NNS ,/, among/IN them/PRP U.S./NNP citrus/NNS valued/VBN at/IN almost/RB $/$ 2/CD billion/CD annually/RB ./."," nsubj(fly-11, One-1) case(worst-4, of-2) det(worst-4, the-3) nmod:of(One-1, worst-4) case(these-6, of-5) nmod:of(worst-4, these-6) cop(fly-11, is-7) det(fly-11, the-8) compound(fly-11, Mediterranean-9) compound(fly-11, fruit-10) root(ROOT-0, fly-11) nsubj(attacks-14, fly-11) ref(fly-11, which-13) acl:relcl(fly-11, attacks-14) amod(crops-17, many-15) amod(crops-17, important-16) dobj(attacks-14, crops-17) case(them-20, among-19) nmod:among(attacks-14, them-20) compound(citrus-22, U.S.-21) dobj(attacks-14, citrus-22) acl(citrus-22, valued-23) case($-26, at-24) advmod($-26, almost-25) nmod:at(valued-23, $-26) compound(billion-28, 2-27) nummod($-26, billion-28) advmod($-26, annually-29)  ",fly,11,"nsubj(fly-11, One-1) cop(fly-11, is-7) det(fly-11, the-8) compound(fly-11, Mediterranean-9) compound(fly-11, fruit-10) ref(fly-11, which-13) acl:relcl(fly-11, attacks-14) root(ROOT-0, fly-11) nsubj(attacks-14, fly-11) ","these is the Mediterranean fruit fly , which attacks many important",NN,[],attacks,VBZ,subject,[],[],[],[],[],['the'],[],"['Mediterranean', 'fruit']",[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown,unknown
"<p> Besides detailed descriptions , drawings , and photographs of fruit fly species , the handbook ties together all kinds of information about host crops and provides maps showing the geographic distribution for each species .","<p>/RB Besides/IN detailed/JJ descriptions/NNS ,/, drawings/NNS ,/, and/CC photographs/NNS of/IN fruit/NN fly/NN species/NNS ,/, the/DT handbook/NN ties/VBZ together/RP all/DT kinds/NNS of/IN information/NN about/IN host/NN crops/NNS and/CC provides/VBZ maps/NNS showing/VBG the/DT geographic/JJ distribution/NN for/IN each/DT species/NN ./."," advmod(descriptions-4, <p>-1) case(descriptions-4, Besides-2) amod(descriptions-4, detailed-3) nmod:besides(ties-17, descriptions-4) conj:and(descriptions-4, drawings-6) nmod:besides(ties-17, drawings-6) cc(descriptions-4, and-8) conj:and(descriptions-4, photographs-9) nmod:besides(ties-17, photographs-9) case(species-13, of-10) compound(species-13, fruit-11) compound(species-13, fly-12) nmod:of(photographs-9, species-13) det(handbook-16, the-15) nsubj(ties-17, handbook-16) nsubj(provides-27, handbook-16) root(ROOT-0, ties-17) compound:prt(ties-17, together-18) det(kinds-20, all-19) dobj(ties-17, kinds-20) case(information-22, of-21) nmod:of(kinds-20, information-22) case(crops-25, about-23) compound(crops-25, host-24) nmod:about(information-22, crops-25) cc(ties-17, and-26) conj:and(ties-17, provides-27) dobj(provides-27, maps-28) acl(maps-28, showing-29) det(distribution-32, the-30) amod(distribution-32, geographic-31) dobj(showing-29, distribution-32) case(species-35, for-33) det(species-35, each-34) nmod:for(distribution-32, species-35)  ",fly,12,"compound(species-13, fly-12) ",", and photographs of fruit fly species , the handbook ties",NN,[],,,,,[],[],[],[],[],[],['species'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
