sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Modality,Conditional,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability,Verdicality
"36 <p> In the account of the ceremonies associated with the dedication of Solomon 's temple , it is proclaimed that the number of sheep and cattle sacrificed exceeded the bounds of belief , and that these holocausts were followed by the placement of the ark with its tablets of the Law in the temple 's inner sanctuary .","36/CD <p>/NN In/IN the/DT account/NN of/IN the/DT ceremonies/NNS associated/VBN with/IN the/DT dedication/NN of/IN Solomon/NNP 's/POS temple/NN ,/, it/PRP is/VBZ proclaimed/VBD that/IN the/DT number/NN of/IN sheep/NN and/CC cattle/NNS sacrificed/VBD exceeded/VBD the/DT bounds/NNS of/IN belief/NN ,/, and/CC that/IN these/DT holocausts/NNS were/VBD followed/VBN by/IN the/DT placement/NN of/IN the/DT ark/NN with/IN its/PRP$ tablets/NNS of/IN the/DT Law/NN in/IN the/DT temple/NN 's/POS inner/JJ sanctuary/NN ./."," nummod(<p>-2, 36-1) nsubj(proclaimed-20, <p>-2) case(account-5, In-3) det(account-5, the-4) nmod:in(is-19, account-5) case(ceremonies-8, of-6) det(ceremonies-8, the-7) nmod:of(account-5, ceremonies-8) acl(ceremonies-8, associated-9) case(dedication-12, with-10) det(dedication-12, the-11) nmod:with(associated-9, dedication-12) case(temple-16, of-13) nmod:poss(temple-16, Solomon-14) case(Solomon-14, 's-15) nmod:of(dedication-12, temple-16) nsubj(is-19, it-18) acl:relcl(<p>-2, is-19) root(ROOT-0, proclaimed-20) mark(sacrificed-28, that-21) det(number-23, the-22) nsubj(sacrificed-28, number-23) case(sheep-25, of-24) nmod:of(number-23, sheep-25) cc(sheep-25, and-26) nmod:of(number-23, cattle-27) conj:and(sheep-25, cattle-27) ccomp(proclaimed-20, sacrificed-28) ccomp(sacrificed-28, exceeded-29) det(bounds-31, the-30) dobj(exceeded-29, bounds-31) case(belief-33, of-32) nmod:of(bounds-31, belief-33) cc(exceeded-29, and-35) mark(followed-40, that-36) det(holocausts-38, these-37) nsubjpass(followed-40, holocausts-38) auxpass(followed-40, were-39) ccomp(sacrificed-28, followed-40) conj:and(exceeded-29, followed-40) case(placement-43, by-41) det(placement-43, the-42) nmod:by(followed-40, placement-43) case(ark-46, of-44) det(ark-46, the-45) nmod:of(placement-43, ark-46) case(tablets-49, with-47) nmod:poss(tablets-49, its-48) nmod:with(followed-40, tablets-49) case(Law-52, of-50) det(Law-52, the-51) nmod:of(tablets-49, Law-52) case(sanctuary-58, in-53) det(temple-55, the-54) nmod:poss(sanctuary-58, temple-55) case(temple-55, 's-56) amod(sanctuary-58, inner-57) nmod:in(Law-52, sanctuary-58)  ",sheep,25,"case(sheep-25, of-24) cc(sheep-25, and-26) conj:and(sheep-25, cattle-27) nmod:of(number-23, sheep-25) ",proclaimed that the number of sheep and cattle sacrificed exceeded the,NN,[],,,,,"[('of', 'number')]",['of'],['number'],[],[],"[('and', 'cattle')]",[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"One Wiccan , for example , related how Wiccans were regarded as "" wolves in sheep 's clothing "" by the Campus Crusade For Christ .","One/NNP Wiccan/NNP ,/, for/IN example/NN ,/, related/VBD how/WRB Wiccans/NNP were/VBD regarded/VBN as/IN ''/'' wolves/NNS in/IN sheep/NN 's/POS clothing/NN ''/'' by/IN the/DT Campus/NNP Crusade/NN For/IN Christ/NNP ./."," compound(Wiccan-2, One-1) nsubj(related-7, Wiccan-2) case(example-5, for-4) nmod:for(Wiccan-2, example-5) root(ROOT-0, related-7) advmod(regarded-11, how-8) nsubjpass(regarded-11, Wiccans-9) auxpass(regarded-11, were-10) ccomp(related-7, regarded-11) case(wolves-14, as-12) nmod:as(regarded-11, wolves-14) case(clothing-18, in-15) nmod:poss(clothing-18, sheep-16) case(sheep-16, 's-17) nmod:in(wolves-14, clothing-18) case(Crusade-23, by-20) det(Crusade-23, the-21) compound(Crusade-23, Campus-22) nmod:by(regarded-11, Crusade-23) case(Christ-25, For-24) nmod:for(regarded-11, Christ-25)  ",sheep,16,"case(sheep-16, 's-17) nmod:poss(clothing-18, sheep-16) ","regarded as "" wolves in sheep 's clothing "" by the",NN,[],,,,,[],[],[],[],[],[],[],[],['clothing'],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"In the middle of the twentieth century , virtually all indigenous peasant families in Otavalo were raising sheep and using the wool to make homespun cloth .","In/IN the/DT middle/NN of/IN the/DT twentieth/JJ century/NN ,/, virtually/RB all/DT indigenous/JJ peasant/NN families/NNS in/IN Otavalo/NNP were/VBD raising/VBG sheep/NN and/CC using/VBG the/DT wool/NN to/TO make/VB homespun/NN cloth/NN ./."," case(middle-3, In-1) det(middle-3, the-2) nmod:in(raising-17, middle-3) case(century-7, of-4) det(century-7, the-5) amod(century-7, twentieth-6) nmod:of(middle-3, century-7) advmod(families-13, virtually-9) det(families-13, all-10) amod(families-13, indigenous-11) compound(families-13, peasant-12) nsubj(raising-17, families-13) nsubj(using-20, families-13) case(Otavalo-15, in-14) nmod:in(families-13, Otavalo-15) aux(raising-17, were-16) root(ROOT-0, raising-17) dobj(raising-17, sheep-18) cc(raising-17, and-19) conj:and(raising-17, using-20) det(wool-22, the-21) dobj(using-20, wool-22) mark(make-24, to-23) acl(wool-22, make-24) compound(cloth-26, homespun-25) dobj(make-24, cloth-26)  ",sheep,18,"dobj(raising-17, sheep-18) ",families in Otavalo were raising sheep and using the wool to,NN,[],raising,VBG,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"<p> The decline of extensive sheep breeding was accompanied by proliferating small family herds of cattle and pigs , which were kept near peasants houses .","<p>/RB The/DT decline/NN of/IN extensive/JJ sheep/NN breeding/NN was/VBD accompanied/VBN by/IN proliferating/VBG small/JJ family/NN herds/NNS of/IN cattle/NNS and/CC pigs/NNS ,/, which/WDT were/VBD kept/VBN near/IN peasants/NNS houses/NNS ./."," advmod(accompanied-9, <p>-1) det(decline-3, The-2) nsubjpass(accompanied-9, decline-3) case(breeding-7, of-4) amod(breeding-7, extensive-5) compound(breeding-7, sheep-6) nmod:of(decline-3, breeding-7) auxpass(accompanied-9, was-8) root(ROOT-0, accompanied-9) mark(proliferating-11, by-10) advcl(accompanied-9, proliferating-11) amod(herds-14, small-12) compound(herds-14, family-13) dobj(proliferating-11, herds-14) case(cattle-16, of-15) nmod:of(herds-14, cattle-16) nsubjpass(kept-22, cattle-16) cc(cattle-16, and-17) nmod:of(herds-14, pigs-18) conj:and(cattle-16, pigs-18) nsubjpass(kept-22, pigs-18) ref(cattle-16, which-20) auxpass(kept-22, were-21) acl:relcl(cattle-16, kept-22) case(houses-25, near-23) compound(houses-25, peasants-24) nmod:near(kept-22, houses-25)  ",sheep,6,"compound(breeding-7, sheep-6) ",<p> The decline of extensive sheep breeding was accompanied by proliferating,NN,[],,,,,[],[],[],[],[],[],['breeding'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"This permits some limited winter grazing of sheep and camels in the northern part of the UAE , which must be supplemented by fodder grown in oases or imported .","This/DT permits/VBZ some/DT limited/JJ winter/NN grazing/NN of/IN sheep/NN and/CC camels/NNS in/IN the/DT northern/JJ part/NN of/IN the/DT UAE/NNP ,/, which/WDT must/MD be/VB supplemented/VBN by/IN fodder/NN grown/VBN in/IN oases/NNS or/CC imported/VBN ./."," nsubj(permits-2, This-1) root(ROOT-0, permits-2) det(grazing-6, some-3) amod(grazing-6, limited-4) compound(grazing-6, winter-5) dobj(permits-2, grazing-6) case(sheep-8, of-7) nmod:of(grazing-6, sheep-8) cc(sheep-8, and-9) nmod:of(grazing-6, camels-10) conj:and(sheep-8, camels-10) case(part-14, in-11) det(part-14, the-12) amod(part-14, northern-13) nmod:in(permits-2, part-14) nsubjpass(supplemented-22, part-14) case(UAE-17, of-15) det(UAE-17, the-16) nmod:of(part-14, UAE-17) ref(part-14, which-19) aux(supplemented-22, must-20) auxpass(supplemented-22, be-21) acl:relcl(part-14, supplemented-22) case(fodder-24, by-23) nmod:by(supplemented-22, fodder-24) dep(fodder-24, grown-25) case(oases-27, in-26) nmod:in(grown-25, oases-27) cc(grown-25, or-28) dep(fodder-24, imported-29) conj:or(grown-25, imported-29)  ",sheep,8,"case(sheep-8, of-7) cc(sheep-8, and-9) conj:and(sheep-8, camels-10) nmod:of(grazing-6, sheep-8) ",some limited winter grazing of sheep and camels in the northern,NN,[],,,,,"[('of', 'grazing')]",['of'],['grazing'],[],[],"[('and', 'camels')]",[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"( Ludlow 1870 , 580 ) ON ENTRY <p> Chandless described a city with outskirts dominated by pastures and wheat fields , and he attributed the relative absence of sheep to wolves , which had made the journey across the plains "" troublesome "" ( 1857,138-139 ) .","-LRB-/-LRB- Ludlow/NNP 1870/CD ,/, 580/NNP -RRB-/-RRB- ON/VBD ENTRY/NNP <p>/NNP Chandless/NNP described/VBD a/DT city/NN with/IN outskirts/NNS dominated/VBN by/IN pastures/NNS and/CC wheat/NN fields/NNS ,/, and/CC he/PRP attributed/VBD the/DT relative/JJ absence/NN of/IN sheep/NN to/TO wolves/NNS ,/, which/WDT had/VBD made/VBN the/DT journey/NN across/IN the/DT plains/NNS ''/'' troublesome/JJ ''/'' -LRB-/-LRB- 1857,138-139/CD -RRB-/-RRB- ./."," nsubj(ON-7, Ludlow-2) nummod(Ludlow-2, 1870-3) dep(Ludlow-2, 580-5) root(ROOT-0, ON-7) compound(Chandless-10, ENTRY-8) compound(Chandless-10, <p>-9) nsubj(described-11, Chandless-10) dep(ON-7, described-11) det(city-13, a-12) dobj(described-11, city-13) case(outskirts-15, with-14) nmod:with(described-11, outskirts-15) acl(outskirts-15, dominated-16) case(pastures-18, by-17) nmod:by(dominated-16, pastures-18) cc(pastures-18, and-19) compound(fields-21, wheat-20) nmod:by(dominated-16, fields-21) conj:and(pastures-18, fields-21) cc(described-11, and-23) nsubj(attributed-25, he-24) dep(ON-7, attributed-25) conj:and(described-11, attributed-25) det(absence-28, the-26) amod(absence-28, relative-27) dobj(attributed-25, absence-28) case(sheep-30, of-29) nmod:of(absence-28, sheep-30) case(wolves-32, to-31) nmod:to(attributed-25, wolves-32) nsubj(made-36, wolves-32) ref(wolves-32, which-34) aux(made-36, had-35) acl:relcl(wolves-32, made-36) det(journey-38, the-37) dobj(made-36, journey-38) case(plains-41, across-39) det(plains-41, the-40) nmod:across(journey-38, plains-41) amod(journey-38, troublesome-43) dep(ON-7, 1857,138-139-46)  ",sheep,30,"case(sheep-30, of-29) nmod:of(absence-28, sheep-30) ","attributed the relative absence of sheep to wolves , which had",NN,[],,,,,"[('of', 'absence')]",['of'],['absence'],[],[],[],[],[],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"Mangi concludes that this is more properly a case of lost sheep , rather than lost tribes ( p.57 ) .","Mangi/NNP concludes/VBZ that/IN this/DT is/VBZ more/RBR properly/RB a/DT case/NN of/IN lost/VBN sheep/NN ,/, rather/RB than/IN lost/JJ tribes/NNS -LRB-/-LRB- p./NN 57/CD -RRB-/-RRB- ./."," nsubj(concludes-2, Mangi-1) root(ROOT-0, concludes-2) mark(case-9, that-3) nsubj(case-9, this-4) cop(case-9, is-5) advmod(case-9, more-6) advmod(case-9, properly-7) det(case-9, a-8) ccomp(concludes-2, case-9) case(sheep-12, of-10) amod(sheep-12, lost-11) nmod:of(case-9, sheep-12) cc(case-9, rather-14) mwe(rather-14, than-15) amod(tribes-17, lost-16) ccomp(concludes-2, tribes-17) conj:negcc(case-9, tribes-17) appos(tribes-17, p.-19) nummod(p.-19, 57-20)  ",sheep,12,"case(sheep-12, of-10) amod(sheep-12, lost-11) nmod:of(case-9, sheep-12) ","properly a case of lost sheep , rather than lost tribes",NN,[],,,,,"[('of', 'case')]",['of'],['case'],[],[],[],[],['lost'],[],[],[],['of'],[],[],[],[],,,singular,,,unknown,unknown
"Indeterminacy "" of 1958 , Cage explained : <p> There is the possibility when people are crowded together that they will act like sheep rather than nobly .","Indeterminacy/NNP ''/'' of/IN 1958/CD ,/, Cage/NNP explained/NNP :/: <p>/VBP There/EX is/VBZ the/DT possibility/NN when/WRB people/NNS are/VBP crowded/VBN together/RB that/IN they/PRP will/MD act/VB like/IN sheep/NN rather/RB than/IN nobly/NN ./."," nsubj(<p>-9, Indeterminacy-1) case(1958-4, of-3) nmod:of(Indeterminacy-1, 1958-4) compound(explained-7, Cage-6) appos(1958-4, explained-7) root(ROOT-0, <p>-9) expl(is-11, There-10) ccomp(<p>-9, is-11) det(possibility-13, the-12) nsubj(is-11, possibility-13) mark(act-22, possibility-13) advmod(crowded-17, when-14) nsubjpass(crowded-17, people-15) auxpass(crowded-17, are-16) acl:relcl(possibility-13, crowded-17) advmod(crowded-17, together-18) ref(possibility-13, that-19) nsubj(act-22, they-20) aux(act-22, will-21) ccomp(crowded-17, act-22) case(sheep-24, like-23) nmod:like(act-22, sheep-24) cc(sheep-24, rather-25) mwe(rather-25, than-26) nmod:like(act-22, nobly-27) conj:negcc(sheep-24, nobly-27)  ",sheep,24,"case(sheep-24, like-23) cc(sheep-24, rather-25) conj:negcc(sheep-24, nobly-27) nmod:like(act-22, sheep-24) ",that they will act like sheep rather than nobly .,NN,[],,,,,"[('like', 'act')]",['like'],['act'],[],[],"[('negcc', 'nobly')]",[],[],[],[],[],['like'],[],[],[],[],,,singular,,,unknown,unknown
"Fainting on the sidewalk , he hallucinates a vista that is strewn with grazing sheep , with richly fruited apple trees , with sweetly scented flowers , "" la musique divine des choses "" ( 316 ) .","Fainting/VBG on/IN the/DT sidewalk/NN ,/, he/PRP hallucinates/VBZ a/DT vista/NN that/WDT is/VBZ strewn/VBN with/IN grazing/NN sheep/NN ,/, with/IN richly/JJ fruited/JJ apple/NN trees/NNS ,/, with/IN sweetly/JJ scented/JJ flowers/NNS ,/, ''/'' la/DT musique/NN divine/VBP des/NNP choses/NNS ''/'' -LRB-/-LRB- 316/VB -RRB-/-RRB- ./."," advcl(hallucinates-7, Fainting-1) case(sidewalk-4, on-2) det(sidewalk-4, the-3) nmod:on(Fainting-1, sidewalk-4) nsubj(hallucinates-7, he-6) ccomp(divine-31, hallucinates-7) det(vista-9, a-8) dobj(hallucinates-7, vista-9) nsubjpass(strewn-12, vista-9) ref(vista-9, that-10) auxpass(strewn-12, is-11) acl:relcl(vista-9, strewn-12) case(sheep-15, with-13) compound(sheep-15, grazing-14) nmod:with(strewn-12, sheep-15) case(trees-21, with-17) amod(trees-21, richly-18) amod(trees-21, fruited-19) compound(trees-21, apple-20) nmod:with(strewn-12, trees-21) case(flowers-26, with-23) amod(flowers-26, sweetly-24) amod(flowers-26, scented-25) nmod:with(strewn-12, flowers-26) det(musique-30, la-29) nsubj(divine-31, musique-30) root(ROOT-0, divine-31) compound(choses-33, des-32) dobj(divine-31, choses-33) dep(divine-31, 316-36)  ",sheep,15,"case(sheep-15, with-13) compound(sheep-15, grazing-14) nmod:with(strewn-12, sheep-15) ","that is strewn with grazing sheep , with richly fruited apple",NN,[],,,,,"[('with', 'strewn')]",['with'],['strewn'],[],[],[],['grazing'],[],[],[],[],['with'],[],[],[],[],,,singular,,,unknown,unknown
"His dog Edward then takes up the job , tearing open the screen door to get at the next neighbor and attacking family members who try to leave ; it 's his "" sheep herding instinct ....","His/PRP$ dog/NN Edward/NNP then/RB takes/VBZ up/RP the/DT job/NN ,/, tearing/VBG open/RP the/DT screen/NN door/NN to/TO get/VB at/IN the/DT next/JJ neighbor/NN and/CC attacking/VBG family/NN members/NNS who/WP try/VBP to/TO leave/VB ;/: it/PRP 's/VBZ his/PRP$ ''/'' sheep/NN herding/VBG instinct/NN .../:"," nmod:poss(Edward-3, His-1) compound(Edward-3, dog-2) nsubj(takes-5, Edward-3) advmod(takes-5, then-4) root(ROOT-0, takes-5) compound:prt(takes-5, up-6) det(job-8, the-7) dobj(takes-5, job-8) dep(job-8, tearing-10) compound:prt(tearing-10, open-11) det(door-14, the-12) compound(door-14, screen-13) dobj(tearing-10, door-14) mark(get-16, to-15) advcl(tearing-10, get-16) case(neighbor-20, at-17) det(neighbor-20, the-18) amod(neighbor-20, next-19) nmod:at(get-16, neighbor-20) cc(tearing-10, and-21) dep(job-8, attacking-22) conj:and(tearing-10, attacking-22) compound(members-24, family-23) nsubj(try-26, members-24) nsubj(leave-28, members-24) nsubj(his-32, members-24) ref(members-24, who-25) acl:relcl(members-24, try-26) mark(leave-28, to-27) xcomp(try-26, leave-28) nsubj(his-32, it-30) cop(his-32, 's-31) ccomp(attacking-22, his-32) dobj(tearing-10, sheep-34) acl(sheep-34, herding-35) dobj(herding-35, instinct-36)  ",sheep,34,"acl(sheep-34, herding-35) dobj(tearing-10, sheep-34) ","; it 's his "" sheep herding instinct ....",NN,[],tearing,VBG,object,[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown,unknown
"They could have used several more members-a family clown , for instance ; and a genuine black sheep , blacker than Cody ; and maybe one of those managerial older sisters who holds a group together by force .","They/PRP could/MD have/VB used/VBN several/JJ more/RBR members-a/JJ family/NN clown/VBN ,/, for/IN instance/NN ;/: and/CC a/DT genuine/JJ black/JJ sheep/NN ,/, blacker/NN than/IN Cody/NNP ;/: and/CC maybe/RB one/CD of/IN those/DT managerial/JJ older/CD sisters/NNS who/WP holds/VBZ a/DT group/NN together/RB by/IN force/NN ./."," nsubj(used-4, They-1) aux(used-4, could-2) aux(used-4, have-3) root(ROOT-0, used-4) amod(family-8, several-5) advmod(members-a-7, more-6) amod(family-8, members-a-7) dobj(used-4, family-8) acl(family-8, clown-9) case(instance-12, for-11) nmod:for(clown-9, instance-12) cc(family-8, and-14) det(sheep-18, a-15) amod(sheep-18, genuine-16) amod(sheep-18, black-17) dobj(used-4, sheep-18) conj:and(family-8, sheep-18) dobj(used-4, blacker-20) conj:and(family-8, blacker-20) case(Cody-22, than-21) nmod:than(blacker-20, Cody-22) cc(family-8, and-24) advmod(one-26, maybe-25) dobj(used-4, one-26) conj:and(family-8, one-26) nsubj(holds-33, one-26) case(sisters-31, of-27) det(sisters-31, those-28) amod(sisters-31, managerial-29) nummod(sisters-31, older-30) nmod:of(one-26, sisters-31) ref(one-26, who-32) acl:relcl(one-26, holds-33) det(group-35, a-34) dobj(holds-33, group-35) advmod(holds-33, together-36) case(force-38, by-37) nmod:by(holds-33, force-38)  ",sheep,18,"det(sheep-18, a-15) amod(sheep-18, genuine-16) amod(sheep-18, black-17) dobj(used-4, sheep-18) conj:and(family-8, sheep-18) ","; and a genuine black sheep , blacker than Cody ;",NN,[],used,VBN,object,[],[],[],[],[],['a'],"[('and', 'family')]",[],"['genuine', 'black']",[],[],[],[],[],[],[],[],a,unit,singular,ambiguous,A+N,countable,unknown
"<p> Story by Nancy Scheper-Hughes and Daniel Hoffman <p> Photographs by J. L. Bulcao ; Gamma Liaison <p> 
##4013364 Section : This View of Life Ruminations on the down fall of a king and the clotting of a sheep <p> Nothing can be more fleeting or capricious than fashion .",<p>/NNP Story/NNP by/IN Nancy/NNP Scheper-Hughes/NNP and/CC Daniel/NNP Hoffman/NNP <p>/NNP Photographs/NNP by/IN J./NNP L./NNP Bulcao/NNP ;/: Gamma/NNP Liaison/NNP <p>/NNP ##/NNP 4013364/NNP Section/NNP :/: This/DT View/NNP of/IN Life/NNP Ruminations/NNP on/IN the/DT down/JJ fall/NN of/IN a/DT king/NN and/CC the/DT clotting/NN of/IN a/DT sheep/NN <p>/NN Nothing/NN can/MD be/VB more/RBR fleeting/JJ or/CC capricious/JJ than/IN fashion/NN ./.," compound(Story-2, <p>-1) nsubj(fleeting-46, Story-2) nsubj(capricious-48, Story-2) case(Scheper-Hughes-5, by-3) compound(Scheper-Hughes-5, Nancy-4) nmod:by(Story-2, Scheper-Hughes-5) cc(Scheper-Hughes-5, and-6) compound(Photographs-10, Daniel-7) compound(Photographs-10, Hoffman-8) compound(Photographs-10, <p>-9) nmod:by(Story-2, Photographs-10) conj:and(Scheper-Hughes-5, Photographs-10) case(Bulcao-14, by-11) compound(Bulcao-14, J.-12) compound(Bulcao-14, L.-13) nmod:by(Photographs-10, Bulcao-14) compound(Section-21, Gamma-16) compound(Section-21, Liaison-17) compound(Section-21, <p>-18) compound(Section-21, ##-19) compound(Section-21, 4013364-20) nmod:by(Story-2, Section-21) conj:and(Scheper-Hughes-5, Section-21) det(View-24, This-23) nmod:by(Story-2, View-24) conj:and(Scheper-Hughes-5, View-24) case(Ruminations-27, of-25) compound(Ruminations-27, Life-26) nmod:of(View-24, Ruminations-27) case(fall-31, on-28) det(fall-31, the-29) amod(fall-31, down-30) nmod:on(Ruminations-27, fall-31) case(king-34, of-32) det(king-34, a-33) nmod:of(fall-31, king-34) cc(Scheper-Hughes-5, and-35) det(clotting-37, the-36) nmod:by(Story-2, clotting-37) conj:and(Scheper-Hughes-5, clotting-37) case(Nothing-42, of-38) det(Nothing-42, a-39) compound(Nothing-42, sheep-40) compound(Nothing-42, <p>-41) nmod:of(clotting-37, Nothing-42) aux(fleeting-46, can-43) cop(fleeting-46, be-44) advmod(fleeting-46, more-45) root(ROOT-0, fleeting-46) cc(fleeting-46, or-47) conj:or(fleeting-46, capricious-48) case(fashion-50, than-49) nmod:than(fleeting-46, fashion-50)  ",sheep,40,"compound(Nothing-42, sheep-40) ",the clotting of a sheep <p> Nothing can be more fleeting,NN,[],,,,,[],[],[],[],[],[],['Nothing'],[],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
"The subjects may seem quite unrelated -- Dolly , cloned sheep and Frank Sulloway 's book on the effects of girth order upon human behavior -- but both stories share a common feature offering striking insight into the current extent of genetic preferences .","The/DT subjects/NNS may/MD seem/VB quite/RB unrelated/JJ --/: Dolly/NNP ,/, cloned/JJ sheep/NN and/CC Frank/NNP Sulloway/NNP 's/POS book/NN on/IN the/DT effects/NNS of/IN girth/NN order/NN upon/IN human/JJ behavior/NN --/: but/CC both/DT stories/NNS share/VBP a/DT common/JJ feature/NN offering/VBG striking/JJ insight/NN into/IN the/DT current/JJ extent/NN of/IN genetic/JJ preferences/NNS ./."," det(subjects-2, The-1) nsubj(seem-4, subjects-2) aux(seem-4, may-3) root(ROOT-0, seem-4) advmod(unrelated-6, quite-5) amod(order-22, unrelated-6) dep(unrelated-6, Dolly-8) amod(sheep-11, cloned-10) dep(unrelated-6, sheep-11) conj:and(Dolly-8, sheep-11) cc(Dolly-8, and-12) compound(Sulloway-14, Frank-13) nmod:poss(book-16, Sulloway-14) case(Sulloway-14, 's-15) dep(unrelated-6, book-16) conj:and(Dolly-8, book-16) case(effects-19, on-17) det(effects-19, the-18) nmod:on(book-16, effects-19) case(girth-21, of-20) nmod:of(effects-19, girth-21) xcomp(seem-4, order-22) case(behavior-25, upon-23) amod(behavior-25, human-24) nmod:upon(seem-4, behavior-25) cc(seem-4, but-27) det(stories-29, both-28) nsubj(share-30, stories-29) conj:but(seem-4, share-30) det(feature-33, a-31) amod(feature-33, common-32) dobj(share-30, feature-33) acl(feature-33, offering-34) amod(insight-36, striking-35) dobj(offering-34, insight-36) case(extent-40, into-37) det(extent-40, the-38) amod(extent-40, current-39) nmod:into(offering-34, extent-40) case(preferences-43, of-41) amod(preferences-43, genetic-42) nmod:of(extent-40, preferences-43)  ",sheep,11,"amod(sheep-11, cloned-10) dep(unrelated-6, sheep-11) conj:and(Dolly-8, sheep-11) ","unrelated -- Dolly , cloned sheep and Frank Sulloway 's book",NN,[],,,,,[],[],[],[],[],"[('and', 'Dolly')]",[],['cloned'],[],[],[],[],[],[],[],[],,,singular,,,unknown,unknown
