sent,tags,parse,Noun,Index,Relevant Dependencies,Sentence Fragment,Noun Tag,Negation,Verb Reference,Verb Tag,Relation to Verb,Verb Negation,Prepositional Phrases,Prepositions,Prepositional Subjects,Prepositional Objects,Determiners,Conjunctions,Compounds,Adjectival Modifiers,Possesed (owned by noun),Possesive (owner of noun),Numeric Modifiers,Case Modifiers,Adverbial Modifiers,Appositional Modifiers,Denumerator,Type of Denumerator,Plurality of Noun,Plurality of Verb,Allan Tests Passed,Countability
"Moreover , most industry analysts believe that the key to the future of the computer industry is with software , which American companies continue to dominate despite yeb another targeting by MITI .","Moreover/RB ,/, most/JJS industry/NN analysts/NNS believe/VBP that/IN the/DT key/NN to/TO the/DT future/NN of/IN the/DT computer/NN industry/NN is/VBZ with/IN software/NN ,/, which/WDT American/JJ companies/NNS continue/VBP to/TO dominate/VB despite/IN yeb/NN another/DT targeting/VBG by/IN MITI/NNP ./."," advmod(believe-6, Moreover-1) amod(analysts-5, most-3) compound(analysts-5, industry-4) nsubj(believe-6, analysts-5) root(ROOT-0, believe-6) mark(software-19, that-7) det(key-9, the-8) nsubj(software-19, key-9) case(future-12, to-10) det(future-12, the-11) nmod:to(key-9, future-12) case(industry-16, of-13) det(industry-16, the-14) compound(industry-16, computer-15) nmod:of(future-12, industry-16) cop(software-19, is-17) case(software-19, with-18) ccomp(believe-6, software-19) dobj(continue-24, software-19) nsubj(dominate-26, software-19) ref(software-19, which-21) amod(companies-23, American-22) nsubj(continue-24, companies-23) acl:relcl(software-19, continue-24) mark(dominate-26, to-25) xcomp(continue-24, dominate-26) case(yeb-28, despite-27) nmod:despite(dominate-26, yeb-28) dobj(dominate-26, another-29) acl(another-29, targeting-30) case(MITI-32, by-31) nmod:by(targeting-30, MITI-32)  ",key,9,"det(key-9, the-8) nmod:to(key-9, future-12) nsubj(software-19, key-9) ",industry analysts believe that the key to the future of the,NN,[],is,VBZ,subject,[],"[('to', 'future')]",['to'],[],['future'],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"The key is to ensure that we utilize an integrated program of source reduction , recycling , incineration , and landfills using state-of-the-art technology .","The/DT key/NN is/VBZ to/TO ensure/VB that/IN we/PRP utilize/VB an/DT integrated/VBN program/NN of/IN source/NN reduction/NN ,/, recycling/NN ,/, incineration/NN ,/, and/CC landfills/NNS using/VBG state-of-the-art/JJ technology/NN ./."," det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) root(ROOT-0, is-3) mark(ensure-5, to-4) xcomp(is-3, ensure-5) mark(utilize-8, that-6) nsubj(utilize-8, we-7) ccomp(ensure-5, utilize-8) det(program-11, an-9) amod(program-11, integrated-10) dobj(utilize-8, program-11) case(reduction-14, of-12) compound(reduction-14, source-13) nmod:of(program-11, reduction-14) dobj(utilize-8, recycling-16) conj:and(program-11, recycling-16) dobj(utilize-8, incineration-18) conj:and(program-11, incineration-18) cc(program-11, and-20) dobj(utilize-8, landfills-21) conj:and(program-11, landfills-21) acl(landfills-21, using-22) amod(technology-24, state-of-the-art-23) dobj(using-22, technology-24)  ",key,2,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(ensure-5, key-2) ",The key is to ensure that we,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
The key is to discover the type of motivation which develops and builds personal interest .,The/DT key/NN is/VBZ to/TO discover/VB the/DT type/NN of/IN motivation/NN which/WDT develops/VBZ and/CC builds/VBZ personal/JJ interest/NN ./.," det(key-2, The-1) nsubj(is-3, key-2) nsubj(discover-5, key-2) root(ROOT-0, is-3) mark(discover-5, to-4) xcomp(is-3, discover-5) det(type-7, the-6) dobj(discover-5, type-7) nsubj(develops-11, type-7) nsubj(builds-13, type-7) case(motivation-9, of-8) nmod:of(type-7, motivation-9) ref(type-7, which-10) acl:relcl(type-7, develops-11) cc(develops-11, and-12) acl:relcl(type-7, builds-13) conj:and(develops-11, builds-13) amod(interest-15, personal-14) dobj(develops-11, interest-15)  ",key,2,"det(key-2, The-1) nsubj(is-3, key-2) nsubj(discover-5, key-2) ",The key is to discover the type,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
<p> On-going self-efficacy assessment is the key for establishing accurate efficacy profiles .,<p>/NNP On-going/NNP self-efficacy/JJ assessment/NN is/VBZ the/DT key/NN for/IN establishing/VBG accurate/JJ efficacy/JJ profiles/NNS ./.," compound(assessment-4, <p>-1) compound(assessment-4, On-going-2) amod(assessment-4, self-efficacy-3) nsubj(key-7, assessment-4) cop(key-7, is-5) det(key-7, the-6) root(ROOT-0, key-7) mark(establishing-9, for-8) acl(key-7, establishing-9) amod(efficacy-11, accurate-10) amod(profiles-12, efficacy-11) dobj(establishing-9, profiles-12)  ",key,7,"nsubj(key-7, assessment-4) cop(key-7, is-5) det(key-7, the-6) acl(key-7, establishing-9) root(ROOT-0, key-7) ",On-going self-efficacy assessment is the key for establishing accurate efficacy profiles,NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"Table 1 S-Shaped Data Set PREFORMATTED TABLE Table 2 Values of Y1 based on LSR and LAD PREFORMATTED TABLE <p> GRAPHS : Graph 1 : S-Shaped Data with and without Outliers <p> 
##4009175 Relationship may be the key we have been searching for to dramatically change education .",Table/CD 1/CD S-Shaped/JJ Data/NNP Set/NNP PREFORMATTED/NNP TABLE/NNP Table/NNP 2/CD Values/NNS of/IN Y1/CD based/VBN on/IN LSR/NNP and/CC LAD/NNP PREFORMATTED/JJ TABLE/JJ <p>/NN GRAPHS/NNS :/: Graph/NNP 1/CD :/: S-Shaped/NNP Data/NNP with/IN and/CC without/IN Outliers/NNP <p>/NNP ##/NNP 4009175/NNP Relationship/NNP may/MD be/VB the/DT key/NN we/PRP have/VBP been/VBN searching/VBG for/IN to/TO dramatically/RB change/VB education/NN ./.," compound(1-2, Table-1) nummod(Values-10, 1-2) amod(Values-10, S-Shaped-3) compound(Values-10, Data-4) compound(Values-10, Set-5) compound(Values-10, PREFORMATTED-6) compound(Values-10, TABLE-7) compound(Values-10, Table-8) nummod(Values-10, 2-9) nsubj(key-39, Values-10) case(GRAPHS-21, of-11) nummod(GRAPHS-21, Y1-12) amod(GRAPHS-21, based-13) case(LSR-15, on-14) nmod:on(based-13, LSR-15) cc(LSR-15, and-16) nmod:on(based-13, LAD-17) conj:and(LSR-15, LAD-17) amod(GRAPHS-21, PREFORMATTED-18) amod(GRAPHS-21, TABLE-19) compound(GRAPHS-21, <p>-20) nmod:of(Values-10, GRAPHS-21) dep(GRAPHS-21, Graph-23) nummod(Graph-23, 1-24) compound(Data-27, S-Shaped-26) dep(Graph-23, Data-27) dep(Graph-23, Data-27') conj:and(Data-27, Data-27') case(Relationship-35, with-28) cc(with-28, and-29) conj:and(with-28, without-30) compound(Relationship-35, Outliers-31) compound(Relationship-35, <p>-32) compound(Relationship-35, ##-33) compound(Relationship-35, 4009175-34) nmod:with(Data-27, Relationship-35) nmod:without(Data-27', Relationship-35) aux(key-39, may-36) cop(key-39, be-37) det(key-39, the-38) root(ROOT-0, key-39) nsubj(searching-43, we-40) nsubj(change-47, we-40) aux(searching-43, have-41) aux(searching-43, been-42) acl:relcl(key-39, searching-43) nmod(searching-43, for-44) mark(change-47, to-45) advmod(change-47, dramatically-46) xcomp(searching-43, change-47) dobj(change-47, education-48)  ",key,39,"nsubj(key-39, Values-10) aux(key-39, may-36) cop(key-39, be-37) det(key-39, the-38) acl:relcl(key-39, searching-43) root(ROOT-0, key-39) ",Relationship may be the key we have been searching for to,NN,[],be,VB,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,ambiguous,,unknown
"Future teachers realize that flexibility is the key in making a lesson presentation , organization of the topic strengthens confidence , and not overwhelming the students with too many mathematical concepts makes a lesson clearer .","Future/JJ teachers/NNS realize/VBP that/IN flexibility/NN is/VBZ the/DT key/NN in/IN making/VBG a/DT lesson/NN presentation/NN ,/, organization/NN of/IN the/DT topic/NN strengthens/VBZ confidence/NN ,/, and/CC not/RB overwhelming/VBG the/DT students/NNS with/IN too/RB many/JJ mathematical/JJ concepts/NNS makes/VBZ a/DT lesson/NN clearer/JJR ./."," amod(teachers-2, Future-1) nsubj(realize-3, teachers-2) root(ROOT-0, realize-3) mark(key-8, that-4) nsubj(key-8, flexibility-5) cop(key-8, is-6) det(key-8, the-7) ccomp(realize-3, key-8) mark(making-10, in-9) acl(key-8, making-10) det(presentation-13, a-11) compound(presentation-13, lesson-12) dobj(making-10, presentation-13) nsubj(strengthens-19, organization-15) case(topic-18, of-16) det(topic-18, the-17) nmod:of(organization-15, topic-18) ccomp(key-8, strengthens-19) dobj(strengthens-19, confidence-20) cc(key-8, and-22) neg(makes-32, not-23) csubj(makes-32, overwhelming-24) det(students-26, the-25) dobj(overwhelming-24, students-26) case(concepts-31, with-27) advmod(many-29, too-28) amod(concepts-31, many-29) amod(concepts-31, mathematical-30) nmod:with(overwhelming-24, concepts-31) ccomp(realize-3, makes-32) conj:and(key-8, makes-32) det(lesson-34, a-33) nsubj(clearer-35, lesson-34) xcomp(makes-32, clearer-35)  ",key,8,"mark(key-8, that-4) nsubj(key-8, flexibility-5) cop(key-8, is-6) det(key-8, the-7) acl(key-8, making-10) ccomp(key-8, strengthens-19) cc(key-8, and-22) conj:and(key-8, makes-32) ccomp(realize-3, key-8) ",realize that flexibility is the key in making a lesson presentation,NN,[],is,VBZ,object,[],[],[],[],[],['the'],"[('and', 'makes')]",[],[],[],[],[],[],[],[],,,singular,singular,,unknown
The key to making a lecture work as an instructional tool is for the teacher to employ some of the things that we know about human information processing while he or she is lecturing .,The/DT key/NN to/TO making/VBG a/DT lecture/NN work/NN as/IN an/DT instructional/JJ tool/NN is/VBZ for/IN the/DT teacher/NN to/TO employ/VB some/DT of/IN the/DT things/NNS that/IN we/PRP know/VBP about/IN human/JJ information/NN processing/NN while/IN he/PRP or/CC she/PRP is/VBZ lecturing/VBG ./.," det(key-2, The-1) nsubj(teacher-15, key-2) mark(making-4, to-3) acl(key-2, making-4) det(work-7, a-5) compound(work-7, lecture-6) dobj(making-4, work-7) case(tool-11, as-8) det(tool-11, an-9) amod(tool-11, instructional-10) nmod:as(making-4, tool-11) cop(teacher-15, is-12) case(teacher-15, for-13) det(teacher-15, the-14) root(ROOT-0, teacher-15) mark(employ-17, to-16) acl(teacher-15, employ-17) dobj(employ-17, some-18) case(things-21, of-19) det(things-21, the-20) nmod:of(some-18, things-21) mark(know-24, that-22) nsubj(know-24, we-23) ccomp(employ-17, know-24) case(processing-28, about-25) amod(processing-28, human-26) compound(processing-28, information-27) nmod:about(know-24, processing-28) mark(lecturing-34, while-29) nsubj(lecturing-34, he-30) cc(he-30, or-31) conj:or(he-30, she-32) nsubj(lecturing-34, she-32) aux(lecturing-34, is-33) advcl(know-24, lecturing-34)  ",key,2,"det(key-2, The-1) acl(key-2, making-4) nsubj(teacher-15, key-2) ",The key to making a lecture work,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
"Hard Work <p> A successful administrator volunteered that the "" willingness to work the long , long hours required in a senior high principalship "" was a key to success .","Hard/NNP Work/NNP <p>/VBP A/DT successful/JJ administrator/NN volunteered/VBD that/DT the/JJ ''/'' willingness/NN to/TO work/VB the/DT long/JJ ,/, long/JJ hours/NNS required/VBN in/IN a/DT senior/JJ high/JJ principalship/NN ''/'' was/VBD a/DT key/NN to/TO success/NN ./."," compound(Work-2, Hard-1) nsubj(<p>-3, Work-2) ccomp(key-28, <p>-3) det(administrator-6, A-4) amod(administrator-6, successful-5) nsubj(volunteered-7, administrator-6) ccomp(<p>-3, volunteered-7) det(willingness-11, that-8) amod(willingness-11, the-9) dobj(volunteered-7, willingness-11) mark(work-13, to-12) advcl(volunteered-7, work-13) det(hours-18, the-14) amod(hours-18, long-15) amod(hours-18, long-17) dobj(work-13, hours-18) acl(hours-18, required-19) case(principalship-24, in-20) det(principalship-24, a-21) amod(principalship-24, senior-22) amod(principalship-24, high-23) nmod:in(required-19, principalship-24) cop(key-28, was-26) det(key-28, a-27) root(ROOT-0, key-28) case(success-30, to-29) nmod:to(key-28, success-30)  ",key,28,"ccomp(key-28, <p>-3) cop(key-28, was-26) det(key-28, a-27) nmod:to(key-28, success-30) root(ROOT-0, key-28) ","high principalship "" was a key to success .",NN,[],,,,,"[('to', 'success')]",['to'],[],['success'],['a'],[],[],[],[],[],[],[],[],[],a,unit,singular,,A+N,countable
"All the programs provide an answer key , and some programs automatically list page numbers on which the information is discussed in the textbook .","All/PDT the/DT programs/NNS provide/VBP an/DT answer/NN key/NN ,/, and/CC some/DT programs/NNS automatically/RB list/VBP page/NN numbers/NNS on/IN which/WDT the/DT information/NN is/VBZ discussed/VBN in/IN the/DT textbook/NN ./."," det:predet(programs-3, All-1) det(programs-3, the-2) nsubj(provide-4, programs-3) root(ROOT-0, provide-4) det(key-7, an-5) compound(key-7, answer-6) dobj(provide-4, key-7) cc(provide-4, and-9) det(programs-11, some-10) nsubj(list-13, programs-11) advmod(list-13, automatically-12) conj:and(provide-4, list-13) compound(numbers-15, page-14) dobj(list-13, numbers-15) nmod:on(discussed-21, numbers-15) case(which-17, on-16) ref(numbers-15, which-17) det(information-19, the-18) nsubjpass(discussed-21, information-19) auxpass(discussed-21, is-20) acl:relcl(numbers-15, discussed-21) case(textbook-24, in-22) det(textbook-24, the-23) nmod:in(discussed-21, textbook-24)  ",key,7,"det(key-7, an-5) compound(key-7, answer-6) dobj(provide-4, key-7) ","the programs provide an answer key , and some programs automatically",NN,[],provide,VBP,object,[],[],[],[],[],['an'],[],['answer'],[],[],[],[],[],[],[],an,unit,singular,plural,A+NEX-PL,countable
"The computer will automatically generate answer sheets and an answer key , with appropriate cross-references to pages from the textbook .","The/DT computer/NN will/MD automatically/RB generate/VB answer/NN sheets/NNS and/CC an/DT answer/NN key/NN ,/, with/IN appropriate/JJ cross-references/NNS to/TO pages/NNS from/IN the/DT textbook/NN ./."," det(computer-2, The-1) nsubj(generate-5, computer-2) aux(generate-5, will-3) advmod(generate-5, automatically-4) root(ROOT-0, generate-5) compound(sheets-7, answer-6) dobj(generate-5, sheets-7) cc(sheets-7, and-8) det(key-11, an-9) compound(key-11, answer-10) dobj(generate-5, key-11) conj:and(sheets-7, key-11) case(cross-references-15, with-13) amod(cross-references-15, appropriate-14) nmod:with(generate-5, cross-references-15) case(pages-17, to-16) nmod:to(cross-references-15, pages-17) case(textbook-20, from-18) det(textbook-20, the-19) nmod:from(pages-17, textbook-20)  ",key,11,"det(key-11, an-9) compound(key-11, answer-10) dobj(generate-5, key-11) conj:and(sheets-7, key-11) ","answer sheets and an answer key , with appropriate cross-references to",NN,[],generate,VB,object,[],[],[],[],[],['an'],"[('and', 'sheets')]",['answer'],[],[],[],[],[],[],[],an,unit,singular,ambiguous,A+N,countable
Individual ability is n't the key as much as the effort the student puts in .,Individual/JJ ability/NN is/VBZ n't/RB the/DT key/NN as/RB much/RB as/IN the/DT effort/NN the/DT student/NN puts/VBZ in/RP ./.," amod(ability-2, Individual-1) nsubj(key-6, ability-2) cop(key-6, is-3) neg(key-6, n't-4) det(key-6, the-5) root(ROOT-0, key-6) advmod(much-8, as-7) advmod(key-6, much-8) case(effort-11, as-9) det(effort-11, the-10) nmod:as(much-8, effort-11) det(student-13, the-12) nsubj(puts-14, student-13) dep(key-6, puts-14) compound:prt(puts-14, in-15)  ",key,6,"nsubj(key-6, ability-2) cop(key-6, is-3) neg(key-6, n't-4) det(key-6, the-5) advmod(key-6, much-8) dep(key-6, puts-14) root(ROOT-0, key-6) ",Individual ability is n't the key as much as the effort,NN,[],is,VBZ,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],['much'],[],,,singular,singular,,unknown
The key to using tests to maximum benefit is knowing how and when to administer/hem .,The/DT key/NN to/TO using/VBG tests/NNS to/TO maximum/JJ benefit/NN is/VBZ knowing/VBG how/WRB and/CC when/WRB to/TO administer/hem/VB ./.," det(key-2, The-1) nsubj(knowing-10, key-2) mark(using-4, to-3) acl(key-2, using-4) dobj(using-4, tests-5) case(benefit-8, to-6) amod(benefit-8, maximum-7) nmod:to(using-4, benefit-8) aux(knowing-10, is-9) root(ROOT-0, knowing-10) advmod(administer/hem-15, how-11) cc(how-11, and-12) dep(how-11, when-13) mark(administer/hem-15, to-14) ccomp(knowing-10, administer/hem-15)  ",key,2,"det(key-2, The-1) acl(key-2, using-4) nsubj(knowing-10, key-2) ",The key to using tests to maximum,NN,[],is,VBZ,subject,[],[],[],[],[],['The'],[],[],[],[],[],[],[],[],[],,,singular,singular,,unknown
It appears that one of the most important keys to maintaining a child 's interest is to help these children read books and to ensure that he/she is being challenged .,It/PRP appears/VBZ that/IN one/CD of/IN the/DT most/RBS important/JJ keys/NNS to/TO maintaining/VBG a/DT child/NN 's/POS interest/NN is/VBZ to/TO help/VB these/DT children/NNS read/VB books/NNS and/CC to/TO ensure/VB that/IN he/she/NN is/VBZ being/VBG challenged/VBN ./.," nsubj(appears-2, It-1) root(ROOT-0, appears-2) mark(is-16, that-3) nsubj(is-16, one-4) case(keys-9, of-5) det(keys-9, the-6) advmod(important-8, most-7) amod(keys-9, important-8) nmod:of(one-4, keys-9) mark(maintaining-11, to-10) acl(keys-9, maintaining-11) det(child-13, a-12) nmod:poss(interest-15, child-13) case(child-13, 's-14) dobj(maintaining-11, interest-15) ccomp(appears-2, is-16) mark(help-18, to-17) ccomp(is-16, help-18) det(children-20, these-19) nsubj(read-21, children-20) ccomp(help-18, read-21) dobj(read-21, books-22) cc(help-18, and-23) mark(ensure-25, to-24) ccomp(is-16, ensure-25) conj:and(help-18, ensure-25) mark(challenged-30, that-26) nsubjpass(challenged-30, he/she-27) aux(challenged-30, is-28) auxpass(challenged-30, being-29) ccomp(ensure-25, challenged-30)  ",keys,9,"case(keys-9, of-5) det(keys-9, the-6) amod(keys-9, important-8) acl(keys-9, maintaining-11) nmod:of(one-4, keys-9) ",one of the most important keys to maintaining a child 's,NNS,[],,,,,"[('of', 'one')]",['of'],['one'],[],['the'],[],[],['important'],[],[],[],['of'],[],[],,,plural,,,unknown
"She feels strongly that teachers ( and parents ) hold the key to her success because they "" give you an education . """,She/PRP feels/VBZ strongly/RB that/IN teachers/NNS -LRB-/-LRB- and/CC parents/NNS -RRB-/-RRB- hold/VBP the/DT key/NN to/TO her/PRP$ success/NN because/IN they/PRP ''/'' give/VBP you/PRP an/DT education/NN ./. ''/''," nsubj(feels-2, She-1) root(ROOT-0, feels-2) advmod(feels-2, strongly-3) mark(hold-10, that-4) nsubj(hold-10, teachers-5) cc(teachers-5, and-7) conj:and(teachers-5, parents-8) nsubj(hold-10, parents-8) ccomp(feels-2, hold-10) det(key-12, the-11) dobj(hold-10, key-12) case(success-15, to-13) nmod:poss(success-15, her-14) nmod:to(hold-10, success-15) mark(give-19, because-16) nsubj(give-19, they-17) advcl(hold-10, give-19) iobj(give-19, you-20) det(education-22, an-21) dobj(give-19, education-22)  ",key,12,"det(key-12, the-11) dobj(hold-10, key-12) ",and parents ) hold the key to her success because they,NN,[],hold,VBP,object,[],[],[],[],[],['the'],[],[],[],[],[],[],[],[],[],,,singular,plural,EX-PL,countable
